:START_ID(GridCell),:END_ID(GridCell),distance_m:float
ghsl_5929_cell_00817,ghsl_5929_cell_00751,1414.2
ghsl_5929_cell_00817,ghsl_5929_cell_00752,1000.0
ghsl_5929_cell_00817,ghsl_5929_cell_00753,1414.2
ghsl_5929_cell_00817,ghsl_5929_cell_00816,1000.0
ghsl_5929_cell_00817,ghsl_5929_cell_00818,1000.0
ghsl_5929_cell_00817,ghsl_5929_cell_00883,1414.2
ghsl_5929_cell_00817,ghsl_5929_cell_00884,1000.0
ghsl_5929_cell_00817,ghsl_5929_cell_00885,1414.2
ghsl_5929_cell_00818,ghsl_5929_cell_00752,1414.2
ghsl_5929_cell_00818,ghsl_5929_cell_00753,1000.0
ghsl_5929_cell_00818,ghsl_5929_cell_00754,1414.2
ghsl_5929_cell_00818,ghsl_5929_cell_00817,1000.0
ghsl_5929_cell_00818,ghsl_5929_cell_00819,1000.0
ghsl_5929_cell_00818,ghsl_5929_cell_00884,1414.2
ghsl_5929_cell_00818,ghsl_5929_cell_00885,1000.0
ghsl_5929_cell_00818,ghsl_5929_cell_00886,1414.2
ghsl_5929_cell_00819,ghsl_5929_cell_00753,1414.2
ghsl_5929_cell_00819,ghsl_5929_cell_00754,1000.0
ghsl_5929_cell_00819,ghsl_5929_cell_00755,1414.2
ghsl_5929_cell_00819,ghsl_5929_cell_00818,1000.0
ghsl_5929_cell_00819,ghsl_5929_cell_00820,1000.0
ghsl_5929_cell_00819,ghsl_5929_cell_00885,1414.2
ghsl_5929_cell_00819,ghsl_5929_cell_00886,1000.0
ghsl_5929_cell_00819,ghsl_5929_cell_00887,1414.2
ghsl_5929_cell_00820,ghsl_5929_cell_00754,1414.2
ghsl_5929_cell_00820,ghsl_5929_cell_00755,1000.0
ghsl_5929_cell_00820,ghsl_5929_cell_00756,1414.2
ghsl_5929_cell_00820,ghsl_5929_cell_00819,1000.0
ghsl_5929_cell_00820,ghsl_5929_cell_00821,1000.0
ghsl_5929_cell_00820,ghsl_5929_cell_00886,1414.2
ghsl_5929_cell_00820,ghsl_5929_cell_00887,1000.0
ghsl_5929_cell_00820,ghsl_5929_cell_00888,1414.2
ghsl_5929_cell_00821,ghsl_5929_cell_00755,1414.2
ghsl_5929_cell_00821,ghsl_5929_cell_00756,1000.0
ghsl_5929_cell_00821,ghsl_5929_cell_00757,1414.2
ghsl_5929_cell_00821,ghsl_5929_cell_00820,1000.0
ghsl_5929_cell_00821,ghsl_5929_cell_00822,1000.0
ghsl_5929_cell_00821,ghsl_5929_cell_00887,1414.2
ghsl_5929_cell_00821,ghsl_5929_cell_00888,1000.0
ghsl_5929_cell_00821,ghsl_5929_cell_00889,1414.2
ghsl_5929_cell_00822,ghsl_5929_cell_00756,1414.2
ghsl_5929_cell_00822,ghsl_5929_cell_00757,1000.0
ghsl_5929_cell_00822,ghsl_5929_cell_00758,1414.2
ghsl_5929_cell_00822,ghsl_5929_cell_00821,1000.0
ghsl_5929_cell_00822,ghsl_5929_cell_00823,1000.0
ghsl_5929_cell_00822,ghsl_5929_cell_00888,1414.2
ghsl_5929_cell_00822,ghsl_5929_cell_00889,1000.0
ghsl_5929_cell_00822,ghsl_5929_cell_00890,1414.2
ghsl_5929_cell_00823,ghsl_5929_cell_00757,1414.2
ghsl_5929_cell_00823,ghsl_5929_cell_00758,1000.0
ghsl_5929_cell_00823,ghsl_5929_cell_00759,1414.2
ghsl_5929_cell_00823,ghsl_5929_cell_00822,1000.0
ghsl_5929_cell_00823,ghsl_5929_cell_00824,1000.0
ghsl_5929_cell_00823,ghsl_5929_cell_00889,1414.2
ghsl_5929_cell_00823,ghsl_5929_cell_00890,1000.0
ghsl_5929_cell_00823,ghsl_5929_cell_00891,1414.2
ghsl_5929_cell_00824,ghsl_5929_cell_00758,1414.2
ghsl_5929_cell_00824,ghsl_5929_cell_00759,1000.0
ghsl_5929_cell_00824,ghsl_5929_cell_00760,1414.2
ghsl_5929_cell_00824,ghsl_5929_cell_00823,1000.0
ghsl_5929_cell_00824,ghsl_5929_cell_00825,1000.0
ghsl_5929_cell_00824,ghsl_5929_cell_00890,1414.2
ghsl_5929_cell_00824,ghsl_5929_cell_00891,1000.0
ghsl_5929_cell_00824,ghsl_5929_cell_00892,1414.2
ghsl_5929_cell_00825,ghsl_5929_cell_00759,1414.2
ghsl_5929_cell_00825,ghsl_5929_cell_00760,1000.0
ghsl_5929_cell_00825,ghsl_5929_cell_00761,1414.2
ghsl_5929_cell_00825,ghsl_5929_cell_00824,1000.0
ghsl_5929_cell_00825,ghsl_5929_cell_00826,1000.0
ghsl_5929_cell_00825,ghsl_5929_cell_00891,1414.2
ghsl_5929_cell_00825,ghsl_5929_cell_00892,1000.0
ghsl_5929_cell_00825,ghsl_5929_cell_00893,1414.2
ghsl_5929_cell_00826,ghsl_5929_cell_00760,1414.2
ghsl_5929_cell_00826,ghsl_5929_cell_00761,1000.0
ghsl_5929_cell_00826,ghsl_5929_cell_00762,1414.2
ghsl_5929_cell_00826,ghsl_5929_cell_00825,1000.0
ghsl_5929_cell_00826,ghsl_5929_cell_00827,1000.0
ghsl_5929_cell_00826,ghsl_5929_cell_00892,1414.2
ghsl_5929_cell_00826,ghsl_5929_cell_00893,1000.0
ghsl_5929_cell_00826,ghsl_5929_cell_00894,1414.2
ghsl_5929_cell_00827,ghsl_5929_cell_00761,1414.2
ghsl_5929_cell_00827,ghsl_5929_cell_00762,1000.0
ghsl_5929_cell_00827,ghsl_5929_cell_00763,1414.2
ghsl_5929_cell_00827,ghsl_5929_cell_00826,1000.0
ghsl_5929_cell_00827,ghsl_5929_cell_00828,1000.0
ghsl_5929_cell_00827,ghsl_5929_cell_00893,1414.2
ghsl_5929_cell_00827,ghsl_5929_cell_00894,1000.0
ghsl_5929_cell_00827,ghsl_5929_cell_00895,1414.2
ghsl_5929_cell_00828,ghsl_5929_cell_00762,1414.2
ghsl_5929_cell_00828,ghsl_5929_cell_00763,1000.0
ghsl_5929_cell_00828,ghsl_5929_cell_00764,1414.2
ghsl_5929_cell_00828,ghsl_5929_cell_00827,1000.0
ghsl_5929_cell_00828,ghsl_5929_cell_00829,1000.0
ghsl_5929_cell_00828,ghsl_5929_cell_00894,1414.2
ghsl_5929_cell_00828,ghsl_5929_cell_00895,1000.0
ghsl_5929_cell_00828,ghsl_5929_cell_00896,1414.2
ghsl_5929_cell_00829,ghsl_5929_cell_00763,1414.2
ghsl_5929_cell_00829,ghsl_5929_cell_00764,1000.0
ghsl_5929_cell_00829,ghsl_5929_cell_00765,1414.2
ghsl_5929_cell_00829,ghsl_5929_cell_00828,1000.0
ghsl_5929_cell_00829,ghsl_5929_cell_00830,1000.0
ghsl_5929_cell_00829,ghsl_5929_cell_00895,1414.2
ghsl_5929_cell_00829,ghsl_5929_cell_00896,1000.0
ghsl_5929_cell_00829,ghsl_5929_cell_00897,1414.2
ghsl_5929_cell_00830,ghsl_5929_cell_00764,1414.2
ghsl_5929_cell_00830,ghsl_5929_cell_00765,1000.0
ghsl_5929_cell_00830,ghsl_5929_cell_00766,1414.2
ghsl_5929_cell_00830,ghsl_5929_cell_00829,1000.0
ghsl_5929_cell_00830,ghsl_5929_cell_00831,1000.0
ghsl_5929_cell_00830,ghsl_5929_cell_00896,1414.2
ghsl_5929_cell_00830,ghsl_5929_cell_00897,1000.0
ghsl_5929_cell_00830,ghsl_5929_cell_00898,1414.2
ghsl_5929_cell_00831,ghsl_5929_cell_00765,1414.2
ghsl_5929_cell_00831,ghsl_5929_cell_00766,1000.0
ghsl_5929_cell_00831,ghsl_5929_cell_00767,1414.2
ghsl_5929_cell_00831,ghsl_5929_cell_00830,1000.0
ghsl_5929_cell_00831,ghsl_5929_cell_00832,1000.0
ghsl_5929_cell_00831,ghsl_5929_cell_00897,1414.2
ghsl_5929_cell_00831,ghsl_5929_cell_00898,1000.0
ghsl_5929_cell_00831,ghsl_5929_cell_00899,1414.2
ghsl_5929_cell_00832,ghsl_5929_cell_00766,1414.2
ghsl_5929_cell_00832,ghsl_5929_cell_00767,1000.0
ghsl_5929_cell_00832,ghsl_5929_cell_00768,1414.2
ghsl_5929_cell_00832,ghsl_5929_cell_00831,1000.0
ghsl_5929_cell_00832,ghsl_5929_cell_00833,1000.0
ghsl_5929_cell_00832,ghsl_5929_cell_00898,1414.2
ghsl_5929_cell_00832,ghsl_5929_cell_00899,1000.0
ghsl_5929_cell_00832,ghsl_5929_cell_00900,1414.2
ghsl_5929_cell_00833,ghsl_5929_cell_00767,1414.2
ghsl_5929_cell_00833,ghsl_5929_cell_00768,1000.0
ghsl_5929_cell_00833,ghsl_5929_cell_00769,1414.2
ghsl_5929_cell_00833,ghsl_5929_cell_00832,1000.0
ghsl_5929_cell_00833,ghsl_5929_cell_00834,1000.0
ghsl_5929_cell_00833,ghsl_5929_cell_00899,1414.2
ghsl_5929_cell_00833,ghsl_5929_cell_00900,1000.0
ghsl_5929_cell_00833,ghsl_5929_cell_00901,1414.2
ghsl_5929_cell_00834,ghsl_5929_cell_00768,1414.2
ghsl_5929_cell_00834,ghsl_5929_cell_00769,1000.0
ghsl_5929_cell_00834,ghsl_5929_cell_00770,1414.2
ghsl_5929_cell_00834,ghsl_5929_cell_00833,1000.0
ghsl_5929_cell_00834,ghsl_5929_cell_00835,1000.0
ghsl_5929_cell_00834,ghsl_5929_cell_00900,1414.2
ghsl_5929_cell_00834,ghsl_5929_cell_00901,1000.0
ghsl_5929_cell_00834,ghsl_5929_cell_00902,1414.2
ghsl_5929_cell_00835,ghsl_5929_cell_00769,1414.2
ghsl_5929_cell_00835,ghsl_5929_cell_00770,1000.0
ghsl_5929_cell_00835,ghsl_5929_cell_00771,1414.2
ghsl_5929_cell_00835,ghsl_5929_cell_00834,1000.0
ghsl_5929_cell_00835,ghsl_5929_cell_00836,1000.0
ghsl_5929_cell_00835,ghsl_5929_cell_00901,1414.2
ghsl_5929_cell_00835,ghsl_5929_cell_00902,1000.0
ghsl_5929_cell_00835,ghsl_5929_cell_00903,1414.2
ghsl_5929_cell_00836,ghsl_5929_cell_00770,1414.2
ghsl_5929_cell_00836,ghsl_5929_cell_00771,1000.0
ghsl_5929_cell_00836,ghsl_5929_cell_00772,1414.2
ghsl_5929_cell_00836,ghsl_5929_cell_00835,1000.0
ghsl_5929_cell_00836,ghsl_5929_cell_00837,1000.0
ghsl_5929_cell_00836,ghsl_5929_cell_00902,1414.2
ghsl_5929_cell_00836,ghsl_5929_cell_00903,1000.0
ghsl_5929_cell_00836,ghsl_5929_cell_00904,1414.2
ghsl_5929_cell_00837,ghsl_5929_cell_00771,1414.2
ghsl_5929_cell_00837,ghsl_5929_cell_00772,1000.0
ghsl_5929_cell_00837,ghsl_5929_cell_00773,1414.2
ghsl_5929_cell_00837,ghsl_5929_cell_00836,1000.0
ghsl_5929_cell_00837,ghsl_5929_cell_00838,1000.0
ghsl_5929_cell_00837,ghsl_5929_cell_00903,1414.2
ghsl_5929_cell_00837,ghsl_5929_cell_00904,1000.0
ghsl_5929_cell_00837,ghsl_5929_cell_00905,1414.2
ghsl_5929_cell_00838,ghsl_5929_cell_00772,1414.2
ghsl_5929_cell_00838,ghsl_5929_cell_00773,1000.0
ghsl_5929_cell_00838,ghsl_5929_cell_00774,1414.2
ghsl_5929_cell_00838,ghsl_5929_cell_00837,1000.0
ghsl_5929_cell_00838,ghsl_5929_cell_00839,1000.0
ghsl_5929_cell_00838,ghsl_5929_cell_00904,1414.2
ghsl_5929_cell_00838,ghsl_5929_cell_00905,1000.0
ghsl_5929_cell_00838,ghsl_5929_cell_00906,1414.2
ghsl_5929_cell_00839,ghsl_5929_cell_00773,1414.2
ghsl_5929_cell_00839,ghsl_5929_cell_00774,1000.0
ghsl_5929_cell_00839,ghsl_5929_cell_00775,1414.2
ghsl_5929_cell_00839,ghsl_5929_cell_00838,1000.0
ghsl_5929_cell_00839,ghsl_5929_cell_00840,1000.0
ghsl_5929_cell_00839,ghsl_5929_cell_00905,1414.2
ghsl_5929_cell_00839,ghsl_5929_cell_00906,1000.0
ghsl_5929_cell_00839,ghsl_5929_cell_00907,1414.2
ghsl_5929_cell_00840,ghsl_5929_cell_00774,1414.2
ghsl_5929_cell_00840,ghsl_5929_cell_00775,1000.0
ghsl_5929_cell_00840,ghsl_5929_cell_00776,1414.2
ghsl_5929_cell_00840,ghsl_5929_cell_00839,1000.0
ghsl_5929_cell_00840,ghsl_5929_cell_00841,1000.0
ghsl_5929_cell_00840,ghsl_5929_cell_00906,1414.2
ghsl_5929_cell_00840,ghsl_5929_cell_00907,1000.0
ghsl_5929_cell_00840,ghsl_5929_cell_00908,1414.2
ghsl_5929_cell_00841,ghsl_5929_cell_00775,1414.2
ghsl_5929_cell_00841,ghsl_5929_cell_00776,1000.0
ghsl_5929_cell_00841,ghsl_5929_cell_00777,1414.2
ghsl_5929_cell_00841,ghsl_5929_cell_00840,1000.0
ghsl_5929_cell_00841,ghsl_5929_cell_00842,1000.0
ghsl_5929_cell_00841,ghsl_5929_cell_00907,1414.2
ghsl_5929_cell_00841,ghsl_5929_cell_00908,1000.0
ghsl_5929_cell_00841,ghsl_5929_cell_00909,1414.2
ghsl_5929_cell_00842,ghsl_5929_cell_00776,1414.2
ghsl_5929_cell_00842,ghsl_5929_cell_00777,1000.0
ghsl_5929_cell_00842,ghsl_5929_cell_00778,1414.2
ghsl_5929_cell_00842,ghsl_5929_cell_00841,1000.0
ghsl_5929_cell_00842,ghsl_5929_cell_00843,1000.0
ghsl_5929_cell_00842,ghsl_5929_cell_00908,1414.2
ghsl_5929_cell_00842,ghsl_5929_cell_00909,1000.0
ghsl_5929_cell_00842,ghsl_5929_cell_00910,1414.2
ghsl_5929_cell_00843,ghsl_5929_cell_00777,1414.2
ghsl_5929_cell_00843,ghsl_5929_cell_00778,1000.0
ghsl_5929_cell_00843,ghsl_5929_cell_00779,1414.2
ghsl_5929_cell_00843,ghsl_5929_cell_00842,1000.0
ghsl_5929_cell_00843,ghsl_5929_cell_00844,1000.0
ghsl_5929_cell_00843,ghsl_5929_cell_00909,1414.2
ghsl_5929_cell_00843,ghsl_5929_cell_00910,1000.0
ghsl_5929_cell_00843,ghsl_5929_cell_00911,1414.2
ghsl_5929_cell_00844,ghsl_5929_cell_00778,1414.2
ghsl_5929_cell_00844,ghsl_5929_cell_00779,1000.0
ghsl_5929_cell_00844,ghsl_5929_cell_00780,1414.2
ghsl_5929_cell_00844,ghsl_5929_cell_00843,1000.0
ghsl_5929_cell_00844,ghsl_5929_cell_00845,1000.0
ghsl_5929_cell_00844,ghsl_5929_cell_00910,1414.2
ghsl_5929_cell_00844,ghsl_5929_cell_00911,1000.0
ghsl_5929_cell_00844,ghsl_5929_cell_00912,1414.2
ghsl_5929_cell_00845,ghsl_5929_cell_00779,1414.2
ghsl_5929_cell_00845,ghsl_5929_cell_00780,1000.0
ghsl_5929_cell_00845,ghsl_5929_cell_00781,1414.2
ghsl_5929_cell_00845,ghsl_5929_cell_00844,1000.0
ghsl_5929_cell_00845,ghsl_5929_cell_00846,1000.0
ghsl_5929_cell_00845,ghsl_5929_cell_00911,1414.2
ghsl_5929_cell_00845,ghsl_5929_cell_00912,1000.0
ghsl_5929_cell_00845,ghsl_5929_cell_00913,1414.2
ghsl_5929_cell_00846,ghsl_5929_cell_00780,1414.2
ghsl_5929_cell_00846,ghsl_5929_cell_00781,1000.0
ghsl_5929_cell_00846,ghsl_5929_cell_00782,1414.2
ghsl_5929_cell_00846,ghsl_5929_cell_00845,1000.0
ghsl_5929_cell_00846,ghsl_5929_cell_00847,1000.0
ghsl_5929_cell_00846,ghsl_5929_cell_00912,1414.2
ghsl_5929_cell_00846,ghsl_5929_cell_00913,1000.0
ghsl_5929_cell_00846,ghsl_5929_cell_00914,1414.2
ghsl_5929_cell_00847,ghsl_5929_cell_00781,1414.2
ghsl_5929_cell_00847,ghsl_5929_cell_00782,1000.0
ghsl_5929_cell_00847,ghsl_5929_cell_00783,1414.2
ghsl_5929_cell_00847,ghsl_5929_cell_00846,1000.0
ghsl_5929_cell_00847,ghsl_5929_cell_00848,1000.0
ghsl_5929_cell_00847,ghsl_5929_cell_00913,1414.2
ghsl_5929_cell_00847,ghsl_5929_cell_00914,1000.0
ghsl_5929_cell_00847,ghsl_5929_cell_00915,1414.2
ghsl_5929_cell_00848,ghsl_5929_cell_00782,1414.2
ghsl_5929_cell_00848,ghsl_5929_cell_00783,1000.0
ghsl_5929_cell_00848,ghsl_5929_cell_00784,1414.2
ghsl_5929_cell_00848,ghsl_5929_cell_00847,1000.0
ghsl_5929_cell_00848,ghsl_5929_cell_00849,1000.0
ghsl_5929_cell_00848,ghsl_5929_cell_00914,1414.2
ghsl_5929_cell_00848,ghsl_5929_cell_00915,1000.0
ghsl_5929_cell_00848,ghsl_5929_cell_00916,1414.2
ghsl_5929_cell_00849,ghsl_5929_cell_00783,1414.2
ghsl_5929_cell_00849,ghsl_5929_cell_00784,1000.0
ghsl_5929_cell_00849,ghsl_5929_cell_00785,1414.2
ghsl_5929_cell_00849,ghsl_5929_cell_00848,1000.0
ghsl_5929_cell_00849,ghsl_5929_cell_00850,1000.0
ghsl_5929_cell_00849,ghsl_5929_cell_00915,1414.2
ghsl_5929_cell_00849,ghsl_5929_cell_00916,1000.0
ghsl_5929_cell_00849,ghsl_5929_cell_00917,1414.2
ghsl_5929_cell_00850,ghsl_5929_cell_00784,1414.2
ghsl_5929_cell_00850,ghsl_5929_cell_00785,1000.0
ghsl_5929_cell_00850,ghsl_5929_cell_00786,1414.2
ghsl_5929_cell_00850,ghsl_5929_cell_00849,1000.0
ghsl_5929_cell_00850,ghsl_5929_cell_00851,1000.0
ghsl_5929_cell_00850,ghsl_5929_cell_00916,1414.2
ghsl_5929_cell_00850,ghsl_5929_cell_00917,1000.0
ghsl_5929_cell_00850,ghsl_5929_cell_00918,1414.2
ghsl_5929_cell_00851,ghsl_5929_cell_00785,1414.2
ghsl_5929_cell_00851,ghsl_5929_cell_00786,1000.0
ghsl_5929_cell_00851,ghsl_5929_cell_00787,1414.2
ghsl_5929_cell_00851,ghsl_5929_cell_00850,1000.0
ghsl_5929_cell_00851,ghsl_5929_cell_00852,1000.0
ghsl_5929_cell_00851,ghsl_5929_cell_00917,1414.2
ghsl_5929_cell_00851,ghsl_5929_cell_00918,1000.0
ghsl_5929_cell_00851,ghsl_5929_cell_00919,1414.2
ghsl_5929_cell_00852,ghsl_5929_cell_00786,1414.2
ghsl_5929_cell_00852,ghsl_5929_cell_00787,1000.0
ghsl_5929_cell_00852,ghsl_5929_cell_00788,1414.2
ghsl_5929_cell_00852,ghsl_5929_cell_00851,1000.0
ghsl_5929_cell_00852,ghsl_5929_cell_00853,1000.0
ghsl_5929_cell_00852,ghsl_5929_cell_00918,1414.2
ghsl_5929_cell_00852,ghsl_5929_cell_00919,1000.0
ghsl_5929_cell_00852,ghsl_5929_cell_00920,1414.2
ghsl_5929_cell_00853,ghsl_5929_cell_00787,1414.2
ghsl_5929_cell_00853,ghsl_5929_cell_00788,1000.0
ghsl_5929_cell_00853,ghsl_5929_cell_00789,1414.2
ghsl_5929_cell_00853,ghsl_5929_cell_00852,1000.0
ghsl_5929_cell_00853,ghsl_5929_cell_00854,1000.0
ghsl_5929_cell_00853,ghsl_5929_cell_00919,1414.2
ghsl_5929_cell_00853,ghsl_5929_cell_00920,1000.0
ghsl_5929_cell_00853,ghsl_5929_cell_00921,1414.2
ghsl_5929_cell_00854,ghsl_5929_cell_00788,1414.2
ghsl_5929_cell_00854,ghsl_5929_cell_00789,1000.0
ghsl_5929_cell_00854,ghsl_5929_cell_00790,1414.2
ghsl_5929_cell_00854,ghsl_5929_cell_00853,1000.0
ghsl_5929_cell_00854,ghsl_5929_cell_00855,1000.0
ghsl_5929_cell_00854,ghsl_5929_cell_00920,1414.2
ghsl_5929_cell_00854,ghsl_5929_cell_00921,1000.0
ghsl_5929_cell_00854,ghsl_5929_cell_00922,1414.2
ghsl_5929_cell_00855,ghsl_5929_cell_00789,1414.2
ghsl_5929_cell_00855,ghsl_5929_cell_00790,1000.0
ghsl_5929_cell_00855,ghsl_5929_cell_00791,1414.2
ghsl_5929_cell_00855,ghsl_5929_cell_00854,1000.0
ghsl_5929_cell_00855,ghsl_5929_cell_00856,1000.0
ghsl_5929_cell_00855,ghsl_5929_cell_00921,1414.2
ghsl_5929_cell_00855,ghsl_5929_cell_00922,1000.0
ghsl_5929_cell_00855,ghsl_5929_cell_00923,1414.2
ghsl_5929_cell_00856,ghsl_5929_cell_00790,1414.2
ghsl_5929_cell_00856,ghsl_5929_cell_00791,1000.0
ghsl_5929_cell_00856,ghsl_5929_cell_00792,1414.2
ghsl_5929_cell_00856,ghsl_5929_cell_00855,1000.0
ghsl_5929_cell_00856,ghsl_5929_cell_00857,1000.0
ghsl_5929_cell_00856,ghsl_5929_cell_00922,1414.2
ghsl_5929_cell_00856,ghsl_5929_cell_00923,1000.0
ghsl_5929_cell_00856,ghsl_5929_cell_00924,1414.2
ghsl_5929_cell_00857,ghsl_5929_cell_00791,1414.2
ghsl_5929_cell_00857,ghsl_5929_cell_00792,1000.0
ghsl_5929_cell_00857,ghsl_5929_cell_00793,1414.2
ghsl_5929_cell_00857,ghsl_5929_cell_00856,1000.0
ghsl_5929_cell_00857,ghsl_5929_cell_00858,1000.0
ghsl_5929_cell_00857,ghsl_5929_cell_00923,1414.2
ghsl_5929_cell_00857,ghsl_5929_cell_00924,1000.0
ghsl_5929_cell_00857,ghsl_5929_cell_00925,1414.2
ghsl_5929_cell_00858,ghsl_5929_cell_00792,1414.2
ghsl_5929_cell_00858,ghsl_5929_cell_00793,1000.0
ghsl_5929_cell_00858,ghsl_5929_cell_00794,1414.2
ghsl_5929_cell_00858,ghsl_5929_cell_00857,1000.0
ghsl_5929_cell_00858,ghsl_5929_cell_00859,1000.0
ghsl_5929_cell_00858,ghsl_5929_cell_00924,1414.2
ghsl_5929_cell_00858,ghsl_5929_cell_00925,1000.0
ghsl_5929_cell_00858,ghsl_5929_cell_00926,1414.2
ghsl_5929_cell_00859,ghsl_5929_cell_00793,1414.2
ghsl_5929_cell_00859,ghsl_5929_cell_00794,1000.0
ghsl_5929_cell_00859,ghsl_5929_cell_00795,1414.2
ghsl_5929_cell_00859,ghsl_5929_cell_00858,1000.0
ghsl_5929_cell_00859,ghsl_5929_cell_00860,1000.0
ghsl_5929_cell_00859,ghsl_5929_cell_00925,1414.2
ghsl_5929_cell_00859,ghsl_5929_cell_00926,1000.0
ghsl_5929_cell_00859,ghsl_5929_cell_00927,1414.2
ghsl_5929_cell_00860,ghsl_5929_cell_00794,1414.2
ghsl_5929_cell_00860,ghsl_5929_cell_00795,1000.0
ghsl_5929_cell_00860,ghsl_5929_cell_00796,1414.2
ghsl_5929_cell_00860,ghsl_5929_cell_00859,1000.0
ghsl_5929_cell_00860,ghsl_5929_cell_00861,1000.0
ghsl_5929_cell_00860,ghsl_5929_cell_00926,1414.2
ghsl_5929_cell_00860,ghsl_5929_cell_00927,1000.0
ghsl_5929_cell_00860,ghsl_5929_cell_00928,1414.2
ghsl_5929_cell_00861,ghsl_5929_cell_00795,1414.2
ghsl_5929_cell_00861,ghsl_5929_cell_00796,1000.0
ghsl_5929_cell_00861,ghsl_5929_cell_00797,1414.2
ghsl_5929_cell_00861,ghsl_5929_cell_00860,1000.0
ghsl_5929_cell_00861,ghsl_5929_cell_00862,1000.0
ghsl_5929_cell_00861,ghsl_5929_cell_00927,1414.2
ghsl_5929_cell_00861,ghsl_5929_cell_00928,1000.0
ghsl_5929_cell_00861,ghsl_5929_cell_00929,1414.2
ghsl_5929_cell_00862,ghsl_5929_cell_00796,1414.2
ghsl_5929_cell_00862,ghsl_5929_cell_00797,1000.0
ghsl_5929_cell_00862,ghsl_5929_cell_00798,1414.2
ghsl_5929_cell_00862,ghsl_5929_cell_00861,1000.0
ghsl_5929_cell_00862,ghsl_5929_cell_00863,1000.0
ghsl_5929_cell_00862,ghsl_5929_cell_00928,1414.2
ghsl_5929_cell_00862,ghsl_5929_cell_00929,1000.0
ghsl_5929_cell_00862,ghsl_5929_cell_00930,1414.2
ghsl_5929_cell_00863,ghsl_5929_cell_00797,1414.2
ghsl_5929_cell_00863,ghsl_5929_cell_00798,1000.0
ghsl_5929_cell_00863,ghsl_5929_cell_00799,1414.2
ghsl_5929_cell_00863,ghsl_5929_cell_00862,1000.0
ghsl_5929_cell_00863,ghsl_5929_cell_00864,1000.0
ghsl_5929_cell_00863,ghsl_5929_cell_00929,1414.2
ghsl_5929_cell_00863,ghsl_5929_cell_00930,1000.0
ghsl_5929_cell_00863,ghsl_5929_cell_00931,1414.2
ghsl_5929_cell_00864,ghsl_5929_cell_00798,1414.2
ghsl_5929_cell_00864,ghsl_5929_cell_00799,1000.0
ghsl_5929_cell_00864,ghsl_5929_cell_00800,1414.2
ghsl_5929_cell_00864,ghsl_5929_cell_00863,1000.0
ghsl_5929_cell_00864,ghsl_5929_cell_00865,1000.0
ghsl_5929_cell_00864,ghsl_5929_cell_00930,1414.2
ghsl_5929_cell_00864,ghsl_5929_cell_00931,1000.0
ghsl_5929_cell_00864,ghsl_5929_cell_00932,1414.2
ghsl_5929_cell_00865,ghsl_5929_cell_00799,1414.2
ghsl_5929_cell_00865,ghsl_5929_cell_00800,1000.0
ghsl_5929_cell_00865,ghsl_5929_cell_00801,1414.2
ghsl_5929_cell_00865,ghsl_5929_cell_00864,1000.0
ghsl_5929_cell_00865,ghsl_5929_cell_00866,1000.0
ghsl_5929_cell_00865,ghsl_5929_cell_00931,1414.2
ghsl_5929_cell_00865,ghsl_5929_cell_00932,1000.0
ghsl_5929_cell_00865,ghsl_5929_cell_00933,1414.2
ghsl_5929_cell_00866,ghsl_5929_cell_00800,1414.2
ghsl_5929_cell_00866,ghsl_5929_cell_00801,1000.0
ghsl_5929_cell_00866,ghsl_5929_cell_00802,1414.2
ghsl_5929_cell_00866,ghsl_5929_cell_00865,1000.0
ghsl_5929_cell_00866,ghsl_5929_cell_00867,1000.0
ghsl_5929_cell_00866,ghsl_5929_cell_00932,1414.2
ghsl_5929_cell_00866,ghsl_5929_cell_00933,1000.0
ghsl_5929_cell_00866,ghsl_5929_cell_00934,1414.2
ghsl_5929_cell_00867,ghsl_5929_cell_00801,1414.2
ghsl_5929_cell_00867,ghsl_5929_cell_00802,1000.0
ghsl_5929_cell_00867,ghsl_5929_cell_00803,1414.2
ghsl_5929_cell_00867,ghsl_5929_cell_00866,1000.0
ghsl_5929_cell_00867,ghsl_5929_cell_00868,1000.0
ghsl_5929_cell_00867,ghsl_5929_cell_00933,1414.2
ghsl_5929_cell_00867,ghsl_5929_cell_00934,1000.0
ghsl_5929_cell_00867,ghsl_5929_cell_00935,1414.2
ghsl_5929_cell_00868,ghsl_5929_cell_00802,1414.2
ghsl_5929_cell_00868,ghsl_5929_cell_00803,1000.0
ghsl_5929_cell_00868,ghsl_5929_cell_00804,1414.2
ghsl_5929_cell_00868,ghsl_5929_cell_00867,1000.0
ghsl_5929_cell_00868,ghsl_5929_cell_00869,1000.0
ghsl_5929_cell_00868,ghsl_5929_cell_00934,1414.2
ghsl_5929_cell_00868,ghsl_5929_cell_00935,1000.0
ghsl_5929_cell_00868,ghsl_5929_cell_00936,1414.2
ghsl_5929_cell_00869,ghsl_5929_cell_00803,1414.2
ghsl_5929_cell_00869,ghsl_5929_cell_00804,1000.0
ghsl_5929_cell_00869,ghsl_5929_cell_00805,1414.2
ghsl_5929_cell_00869,ghsl_5929_cell_00868,1000.0
ghsl_5929_cell_00869,ghsl_5929_cell_00870,1000.0
ghsl_5929_cell_00869,ghsl_5929_cell_00935,1414.2
ghsl_5929_cell_00869,ghsl_5929_cell_00936,1000.0
